Genes,ACE2,ALKBH8,AMOTL1,ANK2,ARID5A,ASB17,ASH2L,ASZ1,ATRX,BAHD1,BBS1,BRINP3,C15orf56,C2orf91,CAB39,CALCR,CALM1,CBARP,CCDC7,CCHCR1,CCNL2,CCT3,CD40,CDK11B,CDK16,CFAP46,CK1E,COL23A1,COL25A1,COL4A4,CPHXL,CRYZ,CT75,CTNNAL1,CUL4B,DDHD1,DDN,DEPDC1,DIS3L,DNMT3B,ECT2,EFEMP1,EHD2,EXD2,EYA1,FAAH,FADS1,FAM135A,FAM13A,FAM47A,FASLG,FBXL14,FBXO40,FGD1,FKRP,FLNC,GABRA1,GIT1,GPR179,GRM8,H2AZ2,H2BC11,H416,HBB_1,HBB_2,hCG_16515,hCG_1740238,hCG_1777785,hCG_1817226,hCG_1993756,hCG_2011944,hCG_2022394,hCG_2032677,hCG_2032754,hCG_2036659,hCG_2038111,hCG_2045472,HKDC1,HLA-B,HSP90AA5P,HSPA8P20,HTATSF1P2,IDUA,IFT27,IGHV,IGHV459,IL6R,IMPA1,KCNMA1,KCTD3,KMT2A,KRT1,KRT5,LENG9,LHX4,LINC01987,LOC102724788,LOC107985971,LOC107986791,LOC399900,LOC554249,MED12L,MEGF8,MYEF2,MYH2,MYH7,MYO1B,NAB2,NAGPA,NARS1,NBAS,NBEAL1,NCOR2,NFYB,NPSR1AS1,OLFML2B,OR10Z1,PDHA2,PGP,PHF1,PIH1D1,PITRM1,PMFBP1,PNMA6A,POLR3C,PRDX2,PRKCI,PROM2,PSKH2,PTK2B,PYCR1,RBM39,RGS12,RGS9,RIMS1,RNF212B,RPEL1,S100A8,SAC3D1,SCGB1C1,SCMH1,SFTPA2,SLC17A7,SLC22A11,SLC22A23,SLC25A20,SLC25A29,SLC50A1,SLC6A8,SREK1,TAF1,TATDN2,Tcr-alpha,TERF2,TFAP2A,THSD7A,TJP2,TMEM200B,TRRAP,TSPAN19,TTN,TWISTNB,UBAC2,UBTFL1,UNC13A,VARS,WDR34,ZCCHC24,ZFP42,ZNF234,ZNF608
1,13.0267,0,13.29223,15.79431,14.26968,0,12.20408,0,0,13.61172,0,0,13.39056,13.29202,18.16954,0,0,0,15.66382,0,0,0,0,0,0,0,0,0,0,13.15246,12.19856,0,0,0,0,0,0,0,0,0,15.50055,0,13.23277,0,14.64847,0,0,0,13.88531,13.97618,0,9.448435,0,0,0,0,14.40713,0,12.09875,0,10.96298,0,0,12.24969,13.45221,14.24061,13.86078,0,12.27864,10.19007,12.19387,0,0,12.49294,0,13.69228,13.69063,0,12.40962,0,15.0378,16.87535,0,13.26031,0,0,0,0,9.967133,0,0,0,12.36671,0,0,11.32832,11.50635,0,13.46597,13.39197,0,0,0,0,0,0,14.34321,14.74352,13.60485,0,0,0,0,0,0,13.56063,15.17976,0,0,11.5925,0,13.55018,10.71265,0,0,8.583965,0,10.5821,0,0,14.41608,0,0,7.944775,15.97818,0,10.36556,9.605303,0,13.58673,0,0,12.99397,14.06045,14.26065,0,0,12.83271,0,14.2,0,12.41989,16.39966,0,0,0,14.33029,0,0,14.23447,12.86249,14.14327,0,0,0,14.64435,0,0,0,0,0
1,0,15.99911,0,0,16.20699,16.11625,0,0,16.49482,0,0,0,0,0,17.32083,16.06713,0,0,0,15.52678,16.06324,0,15.87848,16.02072,0,0,0,0,0,13.46486,14.9771,0,0,0,15.47333,15.30019,16.02547,16.66515,15.23525,15.47296,15.63776,0,12.94918,0,0,15.70359,0,15.86556,15.7568,16.57413,13.80116,15.63146,0,14.95939,0,0,0,0,16.72893,15.69396,16.42076,14.41498,16.56851,15.09396,16.34053,15.12002,16.22387,0,13.44215,14.63248,0,13.48876,11.79433,0,15.75219,0,0,0,15.83337,0,14.98715,17.76678,0,13.44609,14.63454,0,0,16.53828,14.69753,15.52772,15.45009,0,15.65933,0,0,12.43333,13.23162,0,15.57899,15.61234,15.51299,13.1836,0,15.66734,14.9666,0,14.12251,16.17452,13.8085,12.86952,0,16.59411,14.80616,15.23723,16.34663,15.58929,0,0,0,15.6612,15.5833,0,15.23756,0,0,13.20988,0,15.11378,0,15.49586,0,15.30296,0,16.85863,16.7996,15.53965,15.87271,15.78957,15.1959,15.70837,0,0,15.60077,15.95004,14.10098,0,0,16.4289,15.71902,14.33421,0,0,16.30491,0,16.16508,13.03846,15.15129,16.11036,0,0,0,15.59696,12.90626,0,0,0,0,14.46389,0,0,15.89588
1,0,15.94209,0,15.59757,16.20699,16.11625,0,0,16.48057,15.86102,0,0,0,0,0,16.06713,0,0,15.67929,0,16.06324,0,16.46029,0,16.58781,13.66692,0,15.66595,0,16.21778,14.9771,0,0,15.82049,0,15.30019,0,16.60667,15.23525,15.47296,0,0,13.02032,15.59855,16.10722,15.70359,0,15.86556,15.7568,16.57413,15.74946,15.63146,0,14.95939,0,0,0,0,16.72893,0,16.42076,0,16.56851,15.09396,16.34053,0,16.22387,0,13.44215,14.63248,0,0,11.79433,0,15.75219,0,0,15.46105,15.83337,0,14.99795,17.76678,14.15084,0,14.63454,0,0,16.53828,14.69753,16.01906,15.45009,15.94416,15.65933,15.74851,16.15198,12.43333,13.23162,15.79467,15.57899,15.61234,15.51299,13.1836,16.03756,15.66734,14.9666,0,14.29261,16.17452,13.8085,12.86952,15.93309,0,14.80616,15.23723,16.35618,15.51549,0,15.88871,16.25359,15.6612,15.5833,15.50634,15.23756,0,0,13.20988,15.47186,15.11378,15.97124,15.49586,0,15.30296,0,16.85863,16.72101,15.53965,15.87271,15.78957,15.1959,15.70837,16.30786,0,15.60077,15.87569,0,0,16.20245,16.4289,15.70834,16.27355,0,0,16.30491,16.26762,0,13.24825,0,16.11036,15.59773,0,0,0,12.90626,15.0626,0,0,0,16.19745,16.07783,0,0
1,0,15.96033,0,0,0,0,0,15.43444,0,15.52442,0,0,15.70011,0,17.3106,0,0,0,0,15.95495,0,0,0,0,16.31124,13.85397,0,15.65102,0,15.77333,0,0,15.73421,0,0,0,0,16.57231,0,0,0,0,13.10745,0,15.52439,0,0,0,0,0,15.60264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.50765,0,0,0,0,0,14.49344,0,0,14.98991,0,0,15.31504,0,0,0,0,0,16.19768,0,0,0,15.71626,16.21719,0,0,0,0,0,0,0,16.0149,0,0,0,0,0,0,0,15.86826,16.46389,0,0,0,0,0,15.96661,16.40708,0,0,15.46109,0,0,15.61995,0,0,0,15.8233,0,0,0,15.79204,0,0,0,0,0,0,0,0,16.01793,0,0,14.26893,0,15.92637,0,0,15.95395,0,0,0,0,0,13.11022,15.05628,0,0,0,0,0,0,0,0,0,0,16.44481,16.24047,0,0
1,15.81792,15.78058,0,0,16.13416,16.15849,0,0,16.46202,15.77744,0,15.69865,0,15.62637,0,15.80347,15.91487,0,0,15.9354,0,0,16.61944,0,16.63327,0,15.65116,0,0,0,0,16.26352,15.65314,0,15.82474,15.31962,16.06623,15.90543,0,0,0,0,12.50566,15.83033,0,0,0,15.99431,15.77447,16.70569,0,15.76243,0,14.81853,15.22838,0,0,0,16.68845,0,0,0,16.5841,0,16.541,0,16.10097,0,0,15.48392,0,0,0,0,0,0,0,0,16.04553,0,0,17.90733,0,15.53187,0,0,0,16.63523,14.85281,0,0,16.21894,15.69357,0,16.30522,15.85681,0,0,15.57742,15.73678,15.56387,0,15.98232,15.77027,0,0,0,16.28442,0,0,0,16.35215,15.5519,15.24629,0,0,0,16.06114,16.27843,0,0,15.29144,0,0,15.57287,0,0,15.06877,15.77604,0,0,0,16.17673,16.83367,0,0,0,0,0,15.75552,16.31598,0,0,0,13.94289,0,0,16.6075,0,16.27159,16.25314,15.61039,16.41641,0,0,0,16.02079,0,15.538,0,16.00705,0,0,15.05551,0,16.00248,0,16.43463,16.09406,0,0
1,15.63148,15.84254,15.71763,0,17.10242,16.91431,0,0,16.41234,0,0,0,15.60774,0,0,0,0,14.37254,0,0,0,15.96811,16.47369,15.82945,16.22446,14.19437,15.98336,0,16.1173,0,0,0,0,0,16.02804,0,16.16653,16.09222,0,0,0,16.80912,13.61276,0,15.64063,15.29769,0,15.67725,15.59859,0,0,0,0,16.19766,14.90814,17.00754,0,15.88574,16.4431,15.72067,17.81421,0,17.98485,16.31548,17.36776,0,0,15.64223,0,0,0,15.5614,14.95734,0,15.34898,0,15.56002,0,0,0,15.56609,18.07454,0,15.36998,0,0,0,16.32864,0,16.14734,0,0,0,0,15.73827,15.73921,0,15.66645,15.45878,15.28765,15.71589,0,15.74806,15.67853,0,0,0,0,0,0,0,0,0,0,0,0,15.53209,0,16.54235,0,0,15.59466,0,15.85871,15.69148,0,0,15.2488,0,0,0,0,0,16.39643,16.82073,15.46899,0,0,0,0,16.44233,16.16641,15.70132,16.33985,0,0,0,0,0,0,16.32014,0,15.32342,0,0,13.56174,16.02169,0,0,0,0,15.47793,16.16081,15.19678,0,0,0,0,0,0,0
1,0,0,0,0,17.26181,17.41811,0,0,16.48469,15.54011,0,0,0,16.07175,17.65235,0,0,0,15.73658,0,15.42786,16.29129,16.4847,0,16.31859,0,0,0,0,16.59524,0,0,0,0,16.07063,15.06036,0,0,15.9025,15.76474,0,15.78002,13.65023,15.39181,15.95014,0,15.46403,16.34074,16.02605,16.25742,0,0,0,16.39697,15.35084,17.04873,0,15.90517,0,0,16.6481,0,17.88979,17.32598,17.81579,15.4952,0,15.76065,15.09614,0,0,0,15.54352,0,16.10359,0,0,0,0,15.5907,0,18.78527,14.6999,0,0,0,0,16.54324,0,16.3133,0,0,15.70206,16.17366,0,15.88238,0,0,15.74903,0,16.70706,0,0,15.62836,0,0,14.71809,16.19227,0,0,0,0,0,0,16.23276,0,0,15.86269,16.67872,0,0,0,0,16.15873,15.55455,16.29568,15.43226,15.58416,15.90157,0,15.55998,0,15.73709,16.72103,16.73343,15.90066,15.85701,0,0,0,16.30553,0,15.76939,0,0,0,0,16.54131,16.88544,17.42819,16.29682,0,16.06781,0,0,13.58086,0,16.08976,15.85198,0,15.6057,0,0,15.47985,0,0,15.66635,0,16.16108,0,0
1,0,0,16.03559,0,0,17.07574,0,13.57476,0,15.57343,0,0,13.77002,0,0,0,0,0,0,0,0,0,0,0,16.51163,0,14.68228,0,16.28274,0,15.38768,0,0,15.82553,0,15.02824,0,0,0,0,0,0,13.55951,0,16.12295,0,0,0,16.0243,16.21048,15.72392,0,0,16.12654,15.49235,0,14.68559,0,16.4523,14.9951,0,0,17.99137,17.38269,17.6532,14.21339,0,0,15.26356,0,15.2956,0,15.41317,15.32285,16.10206,13.90175,13.80455,0,0,0,15.46393,18.56648,14.69435,0,0,0,14.30743,16.48774,0,16.38334,0,0,15.78514,0,15.80125,0,0,0,15.78173,0,0,0,0,15.54827,0,14.30841,14.87905,16.02474,0,15.7758,0,0,15.33748,0,0,0,15.25946,0,16.22256,0,15.44689,0,15.16358,16.00773,0,0,0,15.5569,0,15.35195,14.54703,0,0,16.40928,16.38623,16.01383,0,15.77272,0,0,16.10302,15.43093,15.88047,0,14.54082,0,0,16.47941,0,0,15.97426,0,17.8826,16.15305,0,0,14.19794,16.16317,0,13.98281,0,14.31587,0,15.54231,15.47717,0,15.62485,0,0,15.24243,13.58255
1,13.02285,0,0,15.51304,0,13.05812,13.32195,0,0,0,0,0,13.65662,13.51096,18.09456,10.94671,0,0,0,15.01486,0,0,15.96867,0,0,13.09161,0,0,0,13.96252,12.97636,0,0,0,0,0,0,0,0,0,0,14.37914,13.42572,0,0,0,0,0,0,0,14.05305,8.96143,0,0,0,0,13.7841,13.70337,0,0,0,14.77128,16.42757,0,13.94113,14.06767,10.8458,0,14.16212,0,0,13.71335,0,0,0,13.77733,0,0,12.75565,0,15.35155,17.88986,14.87616,13.59875,13.44999,14.46417,0,0,10.50328,15.98026,10.38459,0,0,0,0,0,12.12851,0,0,13.72411,15.79791,0,0,0,0,14.23014,14.9212,15.47706,0,10.42881,0,0,12.61517,12.33693,0,0,0,0,0,13.70569,13.14332,0,11.73597,0,0,0,0,0,0,0,0,11.72965,14.87399,0,16.27592,0,0,10.83596,11.26775,13.9933,16.1786,0,13.23239,14.44986,0,18.38984,0,15.73628,0,0,0,13.20883,16.96451,15.9434,0,0,14.20046,0,12.9402,0,14.42311,0,10.12415,0,0,14.59889,0,13.54375,0,0,0
1,0,0,0,0,0,0,12.97496,0,0,0,0,0,13.70235,0,18.12928,0,13.90016,0,0,0,0,0,0,0,0,13.06655,0,0,0,13.55456,0,0,0,0,0,0,0,0,0,0,16.07638,0,13.45595,0,0,0,0,0,0,0,13.62092,0,13.60929,0,0,0,0,0,0,14.96876,0,14.8664,0,0,0,0,0,12.93687,0,0,0,13.63119,0,0,0,13.87565,0,12.93129,0,0,15.44739,0,0,13.26531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.33399,0,0,0,0,0,0,0,0,0,0,0,15.5514,0,0,0,0,0,0,0,0,0,0,0,0,14.55107,0,0,0,0,0,0,0,0,0,0,15.36686,0,14.30697,14.1465,0,0,0,0,14.68215,0,12.87258,0,15.93499,0,0,14.25788,0,0,14.1303,0,0,0,0,0,0,0,0,0,0,13.55227
1,0,0,0,15.37387,13.93536,0,0,13.11348,15.18596,0,0,0,0,0,16.7697,0,0,0,0,0,0,0,0,14.25462,0,0,13.99661,0,0,12.97095,0,0,0,0,14.91505,0,15.01321,0,0,0,0,0,13.20216,0,0,12.55631,0,0,13.67047,13.55425,0,0,0,0,0,0,14.42872,0,0,0,0,15.08515,0,0,13.07167,13.66562,0,0,12.8005,0,0,12.77423,0,0,0,0,14.14301,0,0,0,0,18.01662,14.44008,0,0,0,0,0,0,0,0,14.84826,12.77833,0,0,0,0,0,0,12.75892,16.06017,0,0,0,0,13.75323,0,0,14.43863,0,0,0,0,0,0,13.41595,16.8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.57663,12.53776,0,0,0,0,0,0,0,13.72852,0,0,0,0,0,14.1883,14.98379,0,17.38653,0,0,0,0,0,0,13.5391,13.24849,0,0,0,0,14.72313,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.26561,0,0,11.05539,0,0,0,0,17.76888,15.55262,0,0,0,14.0795,13.39022,14.99453,14.05125,0,0,0,0,15.09476,0,0,14.6645,0,0,0,0,0,0,0,0,15.01729,14.49361,0,14.02711,13.86225,0,14.10911,0,0,11.64574,14.45506,0,0,0,0,0,0,0,14.04531,13.66627,0,0,0,0,0,13.44578,0,12.51736,0,13.21686,14.03632,0,0,0,14.72426,19.39898,0,0,0,0,13.80032,0,0,14.91868,13.81666,14.60333,13.29332,0,0,0,0,0,0,13.29374,16.95378,0,0,0,0,13.64965,13.88709,15.45385,14.93874,0,0,0,0,0,15.36851,0,0,0,0,0,13.29175,0,0,0,0,0,0,0,0,0,0,0,0,15.21972,15.60647,14.80572,15.26395,0,0,0,0,15.34003,0,0,14.43924,0,14.04566,0,0,13.99676,15.26202,0,17.80853,0,0,0,0,0,0,13.53595,16.21488,0,0,0,0,0,0,14.49315,0,14.49459,13.63371
1,13.57453,14.41312,10.18573,15.33287,0,10.45321,0,0,15.20522,0,0,0,0,0,0,12.25499,13.39807,14.2997,15.43048,0,10.81333,0,15.44636,0,0,14.38744,0,0,15.2187,13.67839,12.69655,13.6557,0,0,0,0,0,0,12.88172,12.83791,0,0,0,0,0,11.46973,0,0,13.93555,13.97654,0,10.42682,0,0,0,0,0,9.857936,12.25751,0,11.29306,0,15.45073,11.67459,0,0,10.60805,0,14.75392,13.73988,0,13.37312,10.91582,10.15028,16.1286,13.43772,14.02481,0,13.71315,0,0,19.18576,13.88617,0,12.2494,0,0,0,13.58785,15.03291,9.602791,14.9399,13.21321,0,0,10.66583,9.542182,13.8327,0,9.003738,16.64871,0,14.35428,0,12.75443,13.64569,13.82959,10.6048,14.60319,10.64334,0,0,12.53669,0,0,13.39482,0,0,0,10.07532,13.19832,13.69076,11.02193,0,0,0,12.92702,10.92109,0,9.913796,14.42453,11.55269,0,14.72178,15.57428,14.48972,14.25427,11.65559,12.09203,0,15.10138,15.36406,12.93996,13.7033,14.18299,0,13.91059,10.66831,0,13.75798,15.07028,0,17.4006,0,0,13.29398,0,10.06948,0,13.88037,16.13651,0,8.464641,0,0,0,9.864076,14.89473,0,0,13.61454
