E1_1 Int (Treated)	E1_2 Int (Treated)	E1_3 Int (Treated)	E2_1 Int (Treated)	E2_2 Int (Treated)	E2_3 Int (Treated)	E3_1 Int (Treated)	E3_2 Int (Treated)	E3_3 Int (Treated)	F4_1 Int (Treated)	F4_2 Int (Treated)	F4_3 Int (Treated)	F5_1 Int (Treated)	F5_2 Int (Treated)	F5_3 Int (Treated)	F7_1 Int (Treated)	F7_2 Int (Treated)	F7_3 Int (Treated)	C3_1 Int (Treated)	C3_2 Int (Treated)	C3_3 Int (Treated)	E4_1 Int (Treated)	E4_2 Int (Treated)	E4_3 Int (Treated)	E5_1 Int (Treated)	E5_2 Int (Treated)	E5_3 Int (Treated)	E6_1 Int (Treated)	E6_2 Int (Treated)	E6_3 Int (Treated)	F1_1 Int (Treated)	F1_2 Int (Treated)	F1_3 Int (Treated)	F2_1 Int (Treated)	F2_2 Int (Treated)	F2_3 Int (Treated)	F3_1 Int (Treated)	F3_2 Int (Treated)	F3_3 Int (Treated)	F6_1 Int (Treated)	F6_2 Int (Treated)	F6_3 Int (Treated)
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.29888	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.02317	14.1098	14.97402	0	0	0	0	13.65571	0	0	0	0	0	14.0203	14.14629	14.66228	14.66228	0	15.12604	0	15.3671	15.84739	0	0	0	0	13.26396
0	0	0	0	0	0	16.52287	16.53624	16.39373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.56995	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.4971	0	0	0	0	0	0	0	0	0	0	13.21274	0	0	0	0	0	0	0	0	0	0	0	14.35177	0
13.70441	13.89522	13.92874	13.97857	14.19488	14.04319	0	0	0	13.48441	13.63401	13.37199	14.32655	14.71973	13.23434	0	13.21777	13.09118	0	0	0	13.95543	14.13728	14.20192	14.09209	14.18359	14.31578	0	13.69776	14.10207	0	0	0	0	0	0	13.79271	13.93519	13.80057	14.81456	13.61002	13.34529
0	0	0	0	0	0	15.41095	15.58957	0	0	0	0	0	0	14.75381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.71518	14.36637	14.49376	14.48429	14.72848	14.3081	0	0	0	14.44517	0	0	0	14.68143	14.79766	14.83052	0	14.03294	14.34384	14.19751	14.2281	0	0	0	0	14.58867	0	0	0	0	0	0	0	0	0	0	14.36583	0	0	0	0	0
0	0	0	0	0	0	15.93763	0	0	0	0	0	0	0	0	15.45251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	14.91797	0	0	0	0	15.63181	0	0	0	0	0	13.59778	0	0	0	0	0	0	0	0	0	0	0	0	14.38623	0	14.45518	0	0	0	0	0	16.09748	16.20553	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.13963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.22316	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.75984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	15.96568	0	0	0	0	0	0	0	15.90032	0	0	15.74431	0	15.69103	0	0	0	15.89037	16.34134	13.51767	15.92181	0	0	16.06322	0	0	15.91692	0	0	0	0	15.85871	0	16.0662	16.10505	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.63097	15.63097	0	15.82288	0	15.89978	15.94831	0	0	0	0	0
0	0	0	0	0	15.57957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.91575	15.75808	0	0	0	0	0
0	0	0	0	0	0	15.97604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.59727	15.77368	0	0	16.60062	0	0	0	0	0	15.73381	15.293	16.5453	0	16.5403	0	16.18932	15.91348	15.74228	0	15.5752	15.84524	15.81305	15.9117	0	0	15.81224	15.72856	16.53127	0	0	0	0	0	15.72442	0	0	0	0	0	16.44919	16.38518
0	0	0	0	0	0	0	0	0	0	0	14.71579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.81749	0	0	0
15.33568	15.12364	15.06944	13.62632	15.12587	14.93601	0	13.92763	15.93676	13.56346	15.5649	15.61467	14.47656	14.58345	14.50166	15.75328	0	15.66551	16.07378	16.01371	16.41567	0	0	0	0	15.01646	14.69323	0	0	13.38299	15.8054	15.82959	0	16.34363	0	15.39447	0	0	14.89867	15.75623	0	0
0	0	0	0	0	14.10965	0	0	0	0	0	0	0	0	0	0	0	14.00806	0	0	0	0	0	0	14.16912	0	0	14.071	13.98852	0	0	0	0	0	14.33118	0	0	14.41707	0	0	0	0
15.77211	15.72229	15.6924	15.8654	15.76663	15.92557	15.79403	15.79942	0	15.68948	15.65335	15.68865	15.81926	15.68451	15.71471	15.74504	15.83034	15.78993	0	15.76864	15.70684	15.84016	15.82882	15.77301	15.85326	15.69767	15.81496	15.87954	15.75491	15.85519	15.81835	15.75218	15.87493	15.72126	15.7258	15.8462	15.84708	15.73706	15.75453	15.7353	0	15.77715
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.39079	0	0	0	0	0	0
14.05557	0	0	0	14.94192	0	0	0	16.04514	0	0	0	0	0	0	9.605667	0	11.45993	15.70324	0	0	0	0	0	0	0	0	0	0	8.583965	13.20988	13.20988	0	0	0	16.29568	0	0	0	0	0	0
0	0	0	15.89429	15.51663	0	15.95643	16.17193	16.10357	0	0	0	0	0	0	15.50856	15.48199	15.44601	0	0	16.08054	0	0	0	15.89175	0	15.74897	0	0	0	16.19468	0	0	0	16.18135	16.24854	0	0	0	0	0	15.05965
17.2496	16.6233	16.52362	16.59426	17.30096	16.59207	16.40716	16.358	16.59073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.6939	0	0	0	0	0	0	0	0	16.65736	0	0	0
14.68684	14.61267	0	14.72014	14.57356	14.6132	14.76942	14.85757	14.72712	14.1483	14.37982	0	0	14.44911	14.3254	14.68337	0	14.20703	14.44389	0	14.61793	14.89847	0	14.72771	14.7686	14.53736	0	14.49717	14.55838	14.62392	14.59806	14.75007	14.7316	14.36527	0	14.2797	0	14.9111	0	14.32585	14.41538	14.16031
16.31045	0	16.16869	0	0	16.36014	0	0	0	0	0	0	0	0	16.09584	0	0	0	0	0	0	0	0	0	0	16.35795	0	16.35313	0	16.37502	0	0	0	0	0	0	0	0	0	0	0	15.8826
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.63693	0	0	14.45158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.38581	14.44182	0	14.49025	15.36358	14.54946	0	0	0	14.02393	15.09898	13.97876	15.1986	15.237	15.24487	15.03747	13.67163	13.72241	0	0	0	14.69297	0	0	0	14.66734	0	0	0	0	0	14.73071	0	14.40269	14.5401	0	14.49023	14.3709	14.33431	0	0	15.07962
14.33358	13.78784	14.60541	14.5848	0	13.76745	0	13.73731	13.75767	14.61522	13.36526	13.61846	13.94893	13.71274	13.78371	12.97024	13.20971	0	13.61512	14.35935	14.43806	0	14.34832	14.021	14.28476	0	14.40695	13.541	13.7725	13.88861	0	0	0	14.18788	0	14.41141	14.34916	14.68621	14.67334	13.69541	13.56472	13.77418
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.03715	16.10606	16.05951	15.89568	15.49661	16.23136	16.23599	16.27019	16.23826	16.18532	0	15.97721	15.60142	16.28166	16.21552	16.20862	16.23882	16.22149	0	16.22295	16.14948	14.46935	0	16.1552	15.02661	15.52365	16.2224	16.20257	16.17253	0	14.58099	16.23753	16.29562	16.12699	16.15656	0	0	16.31799	0	16.19958	16.12637	16.22238
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	15.88302	0	0	15.90847	15.78793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.82872	0	0	0	0	0
0	0	0	14.98569	0	15.08611	0	0	0	0	0	0	0	0	0	12.85259	14.12467	14.42881	0	0	0	0	12.44982	0	0	0	0	0	12.54516	12.65283	15.36459	15.36459	0	0	15.33971	0	15.56542	13.00807	0	0	0	12.91818
0	0	0	0	0	14.79003	0	0	0	0	14.47818	0	0	0	0	0	0	14.65347	16.20115	0	0	0	0	0	0	0	0	0	0	13.88683	0	0	0	0	0	15.8726	0	0	0	14.72033	0	14.67849
15.63079	15.50332	0	0	0	0	15.44574	0	0	15.41835	15.10752	0	0	0	0	0	0	15.27767	0	15.53835	0	0	15.65625	0	15.5859	15.68142	0	0	0	0	15.45371	0	15.46626	15.52322	15.47953	0	0	0	15.438	15.14274	0	15.15948
0	0	0	0	0	0	0	0	15.36286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	15.51875	15.69427	0	0	0	0	15.39571	0	0	15.78806	0	15.84611	0	15.12218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.77176	0	16.48616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	16.31155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.94203	0	0	0	0	0	0	0	0	0	0	0	16.74741	16.76049	15.97274	16.14781	16.19971	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.21035	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	14.50621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.17675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.19023	10.21289	9.828618	11.52412	12.31876	11.59932	14.08776	14.29221	0	0	0	0	0	0	0	0	0	0	12.43001	12.47395	12.29622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.9149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.18766	0	15.43239	0	15.83442	0	0	0	0	0
14.33615	14.41008	14.3721	14.48634	14.3209	14.29672	14.57731	14.65765	14.40385	14.40753	14.10396	14.14572	14.37185	14.47462	14.49234	14.10615	14.2375	14.22919	14.51661	14.50646	14.23273	14.62674	14.20788	14.31389	14.22324	14.53197	14.22697	14.283	14.4368	14.29697	14.59589	14.34717	14.32758	14.44674	14.26472	14.37986	14.24492	14.19143	14.30999	14.14952	14.102	14.2816
0	0	11.93835	15.20893	14.72173	15.11252	0	15.54896	0	0	0	0	0	0	11.46581	12.37319	11.12401	10.04439	0	0	0	0	0	0	15.02135	15.21403	0	0	0	0	0	0	0	15.60615	0	0	0	0	0	0	0	0
0	14.02147	0	0	0	0	0	0	14.45474	0	14.17566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	15.33811	0	0	0	0	0	15.22054	0	0	0	0	0	0	0	15.35831	0	0	0	0	0	14.65298	0	0	0	0	0	15.01567	0	0	0	0	0	0	15.38143	0	0	14.97046	14.9999	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.5285	16.55035	0	16.54634	16.62569	16.62764	16.69346	16.59265	0	0	16.39724	16.53612	0	0	16.60404	0	0	16.53413	16.68432	0	16.56662	16.60308	16.70932	16.70792	16.67064	16.73158	16.68107	16.69104	0	16.71449	0	16.57483	16.63723	0	16.69443	16.59672	16.59288	0	0	16.56906	16.53261	0
14.45211	14.41225	8.932636	14.38471	14.46448	14.79227	14.40651	14.42232	14.34944	0	14.46206	0	14.26909	14.84568	14.51497	14.33532	0	0	11.80872	14.79584	14.30006	14.2816	8.42085	7.647273	14.36903	14.16992	14.43437	14.44103	8.092605	7.372803	14.37597	14.76305	10.66511	0	14.77371	0	14.28029	0	14.05597	14.12477	0	0
0	0	0	0	0	0	14.78036	14.76024	14.65904	0	0	0	0	0	0	0	0	0	0	14.03136	13.41624	0	0	0	0	0	0	0	0	0	12.87691	0	0	14.98565	15.07825	15.0481	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.52277	14.43031	14.48298	14.59099	0	14.5525	0	0	14.88851	14.37566	14.12341	0	15.54906	15.59139	0	15.62508	13.62091	15.06812	0	0	0	14.56146	14.61929	14.62236	14.45218	14.6827	14.6272	14.47354	15.54548	14.61506	14.56146	14.60691	14.62924	0	14.67552	14.63049	14.57135	14.42504	14.59085	15.48214	15.55973	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.73083	0	0	0	0	0
17.7493	16.8856	16.64575	16.32763	17.90102	16.10464	0	0	17.78572	17.6703	17.5729	0	17.42231	17.72925	17.67038	17.56035	17.51907	17.63725	17.52096	17.40837	0	0	0	0	0	0	0	0	17.56025	0	0	16.32829	0	0	0	0	16.24636	0	16.43769	17.40434	17.50446	0
0	14.2963	0	0	15.10553	0	0	0	0	0	0	13.58006	0	0	0	0	0	14.46079	0	0	0	15.07437	0	0	13.87183	0	14.23458	0	0	0	0	0	15.73421	15.65314	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.12529	0	0	0	0	0	0	0
0	0	14.97994	14.88071	0	0	14.49052	0	14.52147	14.25288	14.81216	0	14.57456	0	14.68713	14.36799	0	14.30016	0	15.20813	0	14.84395	0	0	0	14.88482	0	14.95732	0	14.79479	0	0	14.97682	0	15.13671	15.04109	0	14.34575	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.15387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.08912	13.19854	13.14873
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.67855	0	0	0	15.34484	15.41724	15.3838	0	0	0	0	0	0	0	0	14.57437	0	0	0	0	0	0	0	0	0	0	0	0	15.02929	13.97428	15.82309	15.82309	0	15.83759	15.63039	15.66218	15.68132	0	0	0	0	0
0	0	15.39598	0	0	15.55661	0	15.73476	0	0	0	0	0	0	13.95445	15.03936	12.31484	10.96913	0	0	0	0	0	0	15.35425	15.44654	15.45011	0	0	0	0	0	0	0	0	0	0	0	0	0	11.72545	0
18.48804	18.18338	0	18.24924	17.19551	18.26851	18.54044	18.60983	18.62959	0	16.39485	0	16.36709	0	0	0	0	16.57721	0	16.7248	16.77245	17.52404	17.52837	17.251	17.76946	18.05234	17.99081	16.33691	18.0258	18.04953	0	0	0	18.00378	0	0	16.93656	0	16.8283	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.14805	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	14.19525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.35335	14.35958	0	0	0	0	0	0	0	0	0	0	0	0
14.26145	14.41515	14.29083	0	14.66478	0	0	0	0	14.047	0	0	0	13.8144	0	13.7282	14.68047	0	0	15.5169	0	14.10841	0	0	0	0	0	0	13.95758	14.35045	12.12638	12.12638	0	0	0	0	15.78585	14.58992	0	13.38509	0	9.612629
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.07493	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	16.12072	0	16.14096	16.27279	16.30516	16.10898	0	15.36994	0	0	0	0	15.75448	15.5965	15.3375	0	0	0	0	0	0	0	0	16.08485	0	15.39056	0	16.59411	0	16.46389	16.35215	0	0	0	0	0	0	0	0
15.82155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.48983	0	16.53809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.85975	0	0	0	0	0
0	13.6609	13.63375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.69371	16.66555	16.48079	13.15746	0	13.13029	0	0	0	12.74486	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	15.57919	15.73378	0	16.01472	0	0	0	0	0	0	0	11.66177	12.15472	15.68915	15.71535	12.23035	0	10.68484	0	0	0	0	0	0	11.32832	12.43333	12.43333	0	15.85681	15.73921	15.88238	0	0	0	0	0	10.66583
0	0	0	0	14.19638	0	0	0	17.91442	16.28605	19.10939	19.30874	19.14903	18.02307	18.15724	19.06269	18.02555	0	0	0	0	16.70131	0	0	0	0	0	16.88364	17.28349	16.87535	17.76678	17.76678	0	17.90733	18.07454	18.78527	18.56648	17.88986	0	18.01662	19.39898	19.18576
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.15813	14.16755	0	0	0	0	12.4161	12.8303	0	0	0	0	0	0	0	0	0	13.5039	0	0	0
0	0	0	0	0	0	0	16.21092	16.30079	17.72835	17.76817	17.90275	0	16.86888	16.823	0	0	0	18.40015	18.35191	0	0	0	0	0	0	0	0	0	0	17.40497	17.55374	17.54056	18.03602	17.96208	17.89526	0	0	0	17.27534	17.26502	17.20802
13.80512	0	13.84006	14.65319	14.32732	0	0	15.31142	15.30315	12.99504	0	0	0	0	0	9.255643	10.74073	14.4708	0	0	0	0	8.656336	0	0	0	0	0	7.369543	0	15.49586	15.49586	0	0	0	0	15.35195	0	0	0	0	9.913796
0	0	15.79684	0	0	0	0	0	0	0	0	0	16.23626	0	0	0	0	0	0	0	0	15.91925	0	15.95814	0	0	0	0	0	0	0	0	0	0	0	0	15.79006	0	0	0	16.59571	0
13.10509	13.64383	13.55305	0	13.9222	0	0	0	0	0	0	0	12.84119	12.97861	12.86068	0	0	0	0	0	0	13.54284	13.53713	13.78013	0	0	13.79914	13.76061	12.94831	13.59286	0	0	0	0	0	0	0	0	0	13.12305	0	12.67853
14.37189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	15.26641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.56931	0	0	0	15.52419	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	15.80889	15.58933	0	14.49707	0	0	0	0	0	14.94124	15.02548	0	0	0	14.98705	0	0	0	0	15.17102	0	0	0	15.99911	15.94209	15.96033	15.78058	15.84254	0	0	0	0	0	0	14.41312
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.27032	13.39457	13.89444	0	0	0	0	12.98938	0	0	0	0	0	12.85223	12.94685	14.46685	14.46685	0	0	0	14.81301	0	0	0	0	0	12.50709
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.04658	15.24109	15.15702	0	0	0	13.00518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.80847	0	0	0	13.79935
0	13.69137	13.69937	0	0	13.50434	14.0923	14.24786	0	14.7526	14.85034	0	0	13.29281	0	13.97206	0	0	0	0	0	0	0	0	13.14487	0	0	0	13.1283	0	0	13.66692	13.85397	0	14.19437	0	0	13.09161	13.06655	0	0	14.38744
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	15.59899	15.59746	0	0	15.87452	16.05677	16.125	15.929	0	0	0	0	0	0	14.06239	15.2068	11.67633	0	16.10555	0	15.60225	11.14586	0	0	0	0	11.72712	13.5198	14.74352	16.17452	16.17452	0	16.28442	0	16.19227	16.02474	15.47706	0	0	15.45385	10.6048
0	0	0	0	0	15.45082	0	0	0	0	0	0	0	0	0	0	15.16065	15.37066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.67905	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.83288	15.78073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	15.45725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.15095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.47922	0	0	16.22332	16.10612	16.01304	0	0	0	0	14.03609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	13.6873	14.75851	0	0	14.03286	0	15.03706	0	14.71745	0	0	0	14.21902	14.26561	0	0	0	0	0	14.02811	14.0984	0	0	0	0	0	0	0	14.3741	0	0	15.18782	14.62137
14.14513	14.08589	14.09002	14.06005	14.11211	14.02795	14.22742	14.06927	13.93032	14.00487	14.04143	0	14.0976	14.19838	14.00745	0	14.18128	0	0	14.17776	0	0	14.23062	0	14.03781	13.88642	14.0896	14.14925	0	0	14.18269	0	0	0	14.15106	14.1354	14.13658	14.11502	13.98912	13.95945	13.81859	13.9058
15.89359	15.78666	15.82341	15.67851	15.75566	15.49838	15.74651	15.77004	0	0	15.70393	15.64615	0	15.62105	15.71747	15.7358	15.61999	15.68197	17.79779	17.8078	17.85686	15.61489	0	15.5514	15.51496	0	15.60612	0	15.64535	0	0	0	15.75856	0	0	0	0	0	0	0	15.66193	15.62419
15.39039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.33017	13.01941	11.42437	0	0	0	0	11.22023	0	0	0	0	0	12.75155	0	15.82092	15.82092	0	0	0	15.14505	15.3282	0	0	0	0	11.2373
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.28828	12.09385	12.53677	0	14.30244	0	0	11.06558	0	0	0	0	0	10.99463	11.66406	12.70867	12.70867	0	0	0	15.83698	0	0	0	0	0	12.75606
0	0	0	0	0	0	15.47038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.52437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	18.63464	0	0	0	18.52391	0	18.57091	0	0	0	18.65849	0	15.41288	0	0	0	0	0	18.6008	0	18.63656	0	18.6618	15.52785	18.60422	0	18.40473	0	18.54893	0	18.60799	18.65649	0	0	18.61132	0	0
