A1_1 Int (Treated)	A1_2 Int (Treated)	A1_3 Int (Treated)	A2_1 Int (Treated)	A2_2 Int (Treated)	A2_3 Int (Treated)	A6_1 Int (Treated)	A6_2 Int (Treated)	A6_3 Int (Treated)	B1_1 Int (Treated)	B1_2 Int (Treated)	B1_3 Int (Treated)	B10_1 Int (Treated)	B10_2 Int (Treated)	B10_3 Int (Treated)	B2_1 Int (Treated)	B2_2 Int (Treated)	B2_3 Int (Treated)	B3_1 Int (Treated)	B3_2 Int (Treated)	B3_3 Int (Treated)	B5_1 Int (Treated)	B5_2 Int (Treated)	B5_3 Int (Treated)	B6_1 Int (Treated)	B6_2 Int (Treated)	B6_3 Int (Treated)	B8_1 Int (Treated)	B8_2 Int (Treated)	B8_3 Int (Treated)	A3_1 Int (Treated)	A3_2 Int (Treated)	A3_3 Int (Treated)	A4_1 Int (Treated)	A4_2 Int (Treated)	A4_3 Int (Treated)	A5_1 Int (Treated)	A5_2 Int (Treated)	A5_3 Int (Treated)	B4_1 Int (Treated)	B4_2 Int (Treated)	B4_3 Int (Treated)	B7_1 Int (Treated)	B7_2 Int (Treated)	B7_3 Int (Treated)	B9_1 Int (Treated)	B9_2 Int (Treated)	B9_3 Int (Treated)
14.14008	14.62387	15.24795	15.30197	15.18044	15.16572	14.96432	15.0171	15.41929	15.04547	15.14498	14.99555	15.06401	14.28824	15.01759	14.89828	14.85441	14.53571	14.18993	14.63388	14.01328	14.53149	14.6302	14.22834	14.93967	14.80314	14.57702	14.59075	15.01128	14.34762	15.21182	15.09836	15.2098	14.93898	14.98197	14.95394	14.86244	14.97692	14.75212	15.03285	15.02246	14.93828	14.65579	14.26288	14.80373	14.75744	15.06231	14.46202
10.12193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.37776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.71412	0
14.4637	14.29179	14.38465	14.23689	12.16362	12.29386	12.0145	14.17645	12.56812	12.13099	13.91559	14.11958	14.00539	0	13.97955	13.84111	13.97534	13.97618	14.01318	0	13.96671	0	0	0	0	13.94583	0	14.29568	14.03073	0	14.19808	14.20179	14.19253	12.47797	12.24785	13.69701	14.16906	12.19677	13.98252	0	14.05556	13.98032	0	0	0	0	0	13.73221
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.97594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	15.61631	15.82633	15.76667	0	0	15.69902	0	0	15.53637	0	15.94158	0	0	15.65703	0	15.85907	15.98496	15.96125	15.65661	0	16.29176	16.28271	16.19675	15.83437	15.79749	15.89292	0	0	0	0	0	0	0	0	0	0	0	15.78437	0	15.2099	15.32276	0	15.96046	15.96221
8.192993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.82936	16.74458	10.32947	17.13296	9.586514	9.881923	9.944971	9.585154	0	0	0	16.69794	0	0	0	17.24818	0	0	16.72657	17.57406	0	0	0	0	17.09028	17.16876	17.1671	0	0	16.37559	17.0794	17.2514	8.476556	9.436794	16.7224	16.73941	9.826715	8.397119	10.22786	0	17.34342	17.3635	15.91465	0	0	17.27749	17.28473	0
8.889913	9.09733	9.330602	9.832838	9.76222	9.686515	8.850338	8.977732	10.07365	9.055276	9.249738	7.71844	9.119928	10.03979	9.889553	11.76952	11.8893	11.03431	9.451938	9.973871	9.441708	13.36801	13.9114	13.61287	11.77257	11.92141	11.90276	10.62572	10.49925	0	8.60231	8.89501	8.608993	8.226974	9.538306	9.580903	8.614211	7.958432	7.875966	9.065582	8.986096	8.955591	10.81	11.79806	11.98272	16.21234	16.12095	0
9.602846	9.198558	8.79363	8.845199	13.13586	9.077043	0	0	0	0	0	8.67013	9.657395	7.232141	13.013	13.12668	0	0	0	13.1411	0	0	0	0	0	0	0	0	0	0	9.258638	9.484672	8.799095	9.649916	9.768975	9.407765	9.84611	9.572025	0	0	0	0	0	0	0	14.1569	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.791505	0	0	8.028084	9.225624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.079629	0	0	0	0	0	0	0	0
14.1564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.35316	0	0	0	13.67466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.76756	0	0	0	0	0	0	0	0
12.93536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.61628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.18302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	7.107647	9.078877	8.945931	8.151484	8.42466	5.484316	6.88351	8.209449	8.268549	13.13969	13.84503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.817891	9.489295	9.247585	6.86145	8.470737	7.792576	0	0	0	0	0	0	0	0	0
20.53371	20.53493	20.52807	20.56861	20.53415	20.60696	20.35284	20.1648	20.58349	20.50805	20.45862	20.35713	16.28036	16.87585	16.95676	19.98575	19.91963	0	0	0	0	0	0	0	0	0	0	0	0	0	20.55866	20.54258	20.61329	20.41135	0	20.54091	20.49771	20.44111	0	0	0	0	0	0	0	0	0	0
16.43532	15.93427	16.51826	16.24753	16.19552	16.59199	0	0	0	0	0	16.62313	0	0	0	0	0	0	0	0	16.06952	0	0	15.85897	0	0	0	0	0	0	16.28369	0	0	16.56067	16.50399	0	0	0	16.62834	0	16.57963	16.49414	0	0	0	15.79979	15.79955	0
12.56982	12.90458	12.91715	12.86179	13.0487	13.10565	12.91564	13.16042	0	12.87226	13.11003	12.52181	12.86319	0	0	0	0	0	13.12434	13.1749	13.19175	13.65886	13.36201	13.58277	14.58261	0	0	0	13.00512	0	13.16104	13.41963	0	13.17396	13.36285	0	0	0	0	12.93205	13.00483	13.01407	13.14404	0	12.87305	16.03204	0	0
15.2185	0	14.32333	15.0912	14.19209	15.07232	14.91282	15.02594	12.98553	0	15.10916	14.95838	15.10501	15.04351	15.12903	0	14.72032	14.99792	14.91542	14.91593	13.97196	14.54098	14.51976	14.70848	14.91259	14.84464	14.96281	15.21107	15.14857	15.1252	15.08429	15.02493	14.81083	15.04973	15.09201	0	14.87107	15.1119	15.15045	14.95369	14.86806	14.97083	14.78557	14.82708	14.82813	14.20173	14.7849	14.06944
19.50177	19.37667	13.99221	19.39785	19.17227	16.82039	19.04622	16.51892	14.99673	18.96373	17.05253	18.96827	18.89706	18.88183	18.91701	18.90854	18.96118	18.98004	18.83755	18.67503	16.7074	15.79737	18.98643	18.97813	15.27055	0	0	0	18.92427	0	16.89723	19.25791	19.24403	18.94047	18.9665	19.18491	19.05137	18.85538	19.0577	15.61193	18.89456	16.1221	0	18.97579	0	0	18.96033	0
0	15.21003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.88315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.88315	0	0
12.32707	12.29512	11.58465	12.29878	11.97928	12.39928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.02964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.26504	15.28725	15.24509	15.27883	15.18009	15.21267	15.07741	15.23869	15.10445	15.16407	15.15454	15.25774	15.39443	15.1186	14.92528	15.3484	15.65008	14.92487	15.01773	15.05803	15.24056	15.24756	14.93485	15.3316	15.38543	15.35573	15.33163	15.06751	15.11254	15.04988	15.12128	15.39723	15.49582	15.45242	15.4122	15.31479	15.4658	15.47309	15.28973	15.06926	15.28378	15.24426	15.27724	15.35159	15.34919	15.04988	15.01271	15.00596
17.52055	17.28874	16.93536	16.4337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.11871	0	16.97778	16.92677	0	0	0	0	15.40498	0	0	0	0	0	0	0	0
0	12.25771	12.34399	0	0	0	12.24309	12.7488	12.42493	0	12.33254	0	0	12.31102	12.36916	13.37937	0	13.52579	12.85587	12.87997	13.08389	13.43329	13.10517	13.16862	15.10274	0	0	0	12.24275	12.53786	0	0	0	0	12.82687	0	0	0	0	12.16708	12.47702	12.46663	0	0	12.61803	0	0	0
0	0	0	0	13.61287	0	13.73493	0	0	13.33301	0	13.07876	0	0	0	14.05657	14.11421	14.3631	0	0	0	0	0	0	0	0	0	0	0	0	13.76641	13.53782	13.64851	0	0	0	0	13.62118	13.6375	0	0	0	0	0	0	0	0	14.44062
14.583	14.64157	14.71615	14.67439	14.77211	14.87826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.95376	0	0	0	15.14133	0	15.0793	0	0	0	0	0	0	0	0	0	0	0
14.26811	0	0	14.2025	0	14.03282	0	13.87067	0	14.23155	14.06478	13.06107	13.35377	13.91943	13.87668	14.29001	14.08054	13.43101	13.89032	14.01698	13.91648	14.68616	14.88249	14.08435	13.69511	0	0	13.87589	13.76818	13.87365	0	0	13.86766	13.86571	0	0	0	14.1466	14.08576	14.02196	14.13699	13.86821	0	14.53376	0	0	0	0
0	0	12.82348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.227	12.56867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.66583	11.03103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.45018	12.20557	0	0	0	0
13.89748	13.67336	13.80993	13.79063	13.91885	13.68191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.73481	0	13.71185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.948403	9.050757	9.559505	9.359509	9.592047	9.209631	0	0	0	0	0	9.193683	9.482191	10.16462	10.36485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.516411	10.1841	9.298522	10.27754	10.11074	10.0744	9.653814	10.00778	0	0	0	0	0	0	0	0	0	0
5.918507	16.22449	6.558189	5.998672	15.69826	6.585844	0	0	0	0	0	14.57514	0	0	15.15261	0	0	0	15.33645	0	15.26989	0	0	0	0	15.18331	0	0	5.725969	6.673396	6.043772	5.770023	4.775353	0	15.44361	0	15.54714	0	15.44431	15.30452	15.33211	0	0	0	0	0	0	0
13.41168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.71547	0	0	0	0	0	0	13.57453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.664695	0	0	13.07843	0	0	0	0	0	0	0	0	0	0	0	0	7.779119	0	0	7.129909	7.090737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.014757	0	0	0	0	0	0	0	0
14.48324	14.41839	14.58718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.74052	15.82228	15.87463	15.85392	15.80641	15.92083	15.85697	16.02445	15.93686	15.85079	15.83122	15.70968	15.81704	15.8432	15.95052	15.94726	16.07691	15.76996	15.88489	15.94236	15.94071	16.10835	15.78668	0	0	15.97895	0	15.89897	15.83309	15.94943	15.94086	16.02939	15.91496	15.97563	15.99595	15.99143	16.00624	16.012	16.09736	15.82121	15.77226	15.93031	16.02711	15.93021	0	15.80958	0	0
21.42821	21.47153	21.46635	20.98067	20.66104	20.29565	17.29657	17.26459	17.20687	16.98368	0	17.01197	16.84628	16.75883	16.72092	0	16.86817	16.84179	16.79543	16.86739	16.88973	0	0	17.08013	16.75333	0	16.75142	0	17.05431	16.85297	19.47739	19.07706	19.00848	18.31016	18.12033	18.0629	17.63016	17.66343	17.49624	16.73977	16.80338	16.78903	0	16.91655	17.03513	16.77268	17.00667	16.72788
14.16501	13.85626	14.52749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	13.77575	0	0	0	0	0	0	0	0	13.4787	0	12.55029	0	0	0	0	0	0	0	0	0	0	14.85265	0	13.70092	13.68898	0	0	0	11.45347	0	0	0	0	0	13.80486	0	0	0	0	0	0	15.34369	0
8.765979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.89871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.43022	0	0	0	0
13.89713	13.59519	13.43819	17.10518	17.18258	17.34095	15.80408	15.67434	0	0	0	0	0	0	0	18.6544	18.68586	18.49334	18.07369	18.11359	18.13705	18.85182	0	18.77663	18.40892	18.42149	18.35857	0	0	0	0	0	0	17.48621	17.65075	17.55845	0	0	0	16.2037	16.23985	16.02214	18.87659	18.95597	0	18.34875	18.30666	18.49152
9.398439	9.468144	8.337255	9.682696	8.912064	9.47264	0	0	0	0	0	0	13.33805	0	0	13.73035	0	0	0	0	0	0	15.84851	15.68864	0	0	0	0	0	0	9.484049	9.091178	8.409862	8.91616	8.568654	0	0	0	0	0	0	0	0	0	0	0	0	0
11.60317	10.19748	10.34422	0	0	0	0	14.37024	0	14.44605	14.44209	14.2941	14.05599	0	0	0	0	0	0	0	0	0	0	0	14.2949	0	0	0	0	14.46688	14.43478	0	14.36611	14.3709	14.42097	14.16103	0	14.37672	14.43744	0	0	0	0	0	0	0	0	0
13.75953	16.9881	16.7644	16.57331	16.76828	16.7757	13.72904	16.38185	13.96723	16.75377	16.46036	13.43809	16.32619	16.27969	16.53725	4.63558	17.21827	16.66253	13.64444	13.71341	16.78119	16.35072	17.03657	13.68788	13.62627	4.396078	16.47758	16.35927	13.67913	13.64828	13.76461	16.76179	16.688	13.62673	13.66465	16.73713	16.49275	13.70964	16.66818	16.22742	16.61784	13.66212	6.507817	16.96986	13.91546	16.51382	17.20117	16.98656
8.185474	7.320838	7.972383	8.275121	13.24099	13.27641	0	0	0	12.9414	0	0	0	0	12.93575	0	0	0	12.61013	0	13.14096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.18581	12.74751	0	0	0	0	0	0	0
15.28376	15.4086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.84068	0	14.84177	14.79231	0	14.76715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.621379	15.2343	9.356022	14.59708	10.24125	10.46514	0	0	0	14.80503	0	8.189537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.00066	9.995897	10.38745	10.68431	10.87968	14.56917	9.613329	0	0	0	14.72665	0	0	0	0	0	0
9.145271	11.16257	11.56421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.89273	14.82622	14.86134	14.74694	0	14.86476	14.70441	14.68185	15.39538	14.76634	0	14.04023	14.23564	14.76555	14.73648	15.36823	0	14.67738	14.73079	0	0	0	0	0	0	0	0	0	0	0	0	14.69293	14.69972	14.6869	14.69981	14.65176	14.68485	14.67383	14.69397	14.80081	0	0	0	0	0	0	0	0
11.78402	12.22692	12.11908	0	0	0	0	0	0	0	0	11.93076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.61015	11.06519	11.77169	11.45068	11.29405	11.58168	10.71982	0	0	0	0	0	0	0	0	0	0
14.37548	14.56533	14.73456	14.57134	14.70214	14.75768	14.6301	14.97092	15.00199	14.59295	14.61739	14.29211	0	14.69222	0	14.42934	14.65435	0	0	14.70901	14.81087	14.82458	14.85795	14.69436	0	0	0	14.5978	14.66326	14.67971	14.79958	14.97023	14.98436	14.83619	14.84775	0	14.89486	14.83195	14.87517	0	14.58704	14.69286	14.85425	14.36217	14.34073	0	0	0
10.83647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.32967	16.17649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.92554	16.03181	0	0	0
0	11.32041	10.98104	10.70824	10.90757	10.82918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.26984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.77117	15.85381	15.75194	15.82672	15.60724	15.85199	15.77519	15.79182	15.396	15.6197	15.75829	15.62841	15.74061	15.70304	15.66935	15.81822	15.93761	15.58517	15.50465	15.63673	15.80993	15.49669	15.3326	15.62565	15.74582	15.63435	15.71266	15.64857	15.74943	15.79159	15.86386	15.92696	16.02427	16.04944	15.97741	15.93815	16.06131	16.0172	16.14493	15.59384	15.47988	15.78553	15.76921	15.74616	15.79694	15.79159	15.89245	15.77015
12.44382	12.40376	12.32554	12.22384	0	12.54515	12.44527	12.29389	13.02188	12.11782	12.4453	11.83762	0	12.26506	12.35162	13.62869	13.55471	12.95118	0	12.42161	12.31939	16.72314	0	16.84391	0	0	0	0	0	0	12.19945	12.1395	12.28796	12.40534	12.654	12.5358	12.16098	12.12685	12.29158	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.20083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.450293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.71657	0
15.70199	15.77862	15.78836	15.75511	15.79443	15.77074	15.84502	15.80253	16.34024	15.74457	15.85141	15.0823	15.28652	15.66092	15.65864	16.34156	16.00726	15.69492	0	15.76253	15.71166	16.15129	16.51412	16.17432	15.68899	15.64555	15.66958	15.71365	15.68872	15.7359	15.63043	15.74434	15.76864	15.79267	15.74437	15.71968	15.81053	15.80816	15.82653	15.73571	15.73037	15.69483	15.57968	15.78057	16.19872	15.62508	15.20252	15.1881
15.74107	0	10.48354	11.91612	0	0	0	0	6.634934	0	0	15.61383	0	11.3993	0	12.28176	12.3205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9701	0	11.98997	0	0	11.0146	0	15.62141	0	15.68363	0	0	0	0	0	0	0
10.50428	9.901941	12.68762	10.03867	10.2537	10.31068	0	0	0	0	0	0	0	9.406045	0	13.09499	0	0	0	0	0	0	0	0	0	0	0	0	12.62146	0	10.22835	10.59404	10.90784	10.62163	13.04832	10.34259	10.74667	10.89522	0	0	0	0	0	0	0	0	0	0
0	0	0	16.02553	16.03545	0	16.03647	0	0	0	0	0	0	0	0	0	0	0	16.02921	0	0	0	16.41372	0	15.8857	0	15.89955	0	15.65901	0	0	0	0	0	0	0	16.0666	0	0	16.02684	0	15.96863	15.82459	0	0	0	16.07693	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.88058	0	0	0	0	0	0	0	15.34633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.54537	0	11.95378	11.2794	0	11.84313	11.36235	0	12.82694	11.47607	0	9.834263	0	0	0	17.44367	16.1101	15.47343	13.35821	13.25369	13.00499	0	0	0	0	0	0	0	0	0	11.36804	11.14402	11.20241	14.26308	0	14.47959	0	0	0	10.98717	10.87834	10.98514	0	0	0	0	0	0
15.02686	10.18568	10.47266	10.34921	10.75906	9.903307	0	0	7.575649	9.24896	8.900143	9.241884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.870448	10.17357	10.17969	10.13766	10.07565	0	9.985191	9.416533	15.82494	0	0	0	0	0	0	0	14.74187	0
14.61502	0	0	0	0	0	0	0	0	0	0	0	0	0	14.21976	14.74193	15.2675	0	0	14.71359	14.68095	0	0	0	0	0	0	0	14.17285	0	0	0	0	0	0	0	0	0	0	14.69867	0	0	0	0	0	14.81168	0	0
11.00308	11.24696	11.23949	8.67423	10.61042	9.401685	9.287971	11.52099	11.36498	10.87527	11.71379	10.97043	9.462465	12.18541	12.48726	12.50936	12.90433	12.76173	10.67513	11.04274	11.53953	12.51322	11.38537	12.32705	14.04488	0	0	12.38779	9.656446	12.34273	10.83739	10.83521	0	11.43794	11.59159	0	0	0	0	10.71137	11.01302	9.537786	11.70764	0	11.03588	0	0	0
8.019877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.575043	0	0	8.311152	6.882992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.967893	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.04732	14.33881	14.5699	14.54143	14.67036	14.46027	0	0	0	0	0	0	15.87615	16.1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.56799	14.27414	14.17564	14.19616	14.20811	0	0	0	0	0	0	0	0	0	0	0	15.69968	15.6291
16.07101	16.12934	16.08419	16.14007	16.07574	0	16.1719	0	15.92261	0	0	16.08387	16.22175	0	16.2134	16.17504	16.45253	16.03567	0	0	0	16.2421	15.72811	0	16.30285	0	16.21981	16.20846	16.13395	0	16.26757	16.42175	16.45464	16.46785	16.44073	16.41274	0	16.44061	0	15.98361	0	0	0	0	16.08175	0	0	0
14.00684	13.84468	13.64498	13.92316	0	13.8986	0	13.61506	11.71932	13.89655	13.73739	13.34459	13.18407	12.41616	12.73346	12.70635	12.76546	12.65625	13.57403	13.04334	13.54499	0	0	0	0	0	0	0	0	0	0	13.90034	0	13.14477	0	13.624	13.75805	13.34725	13.84284	13.4592	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.99369	14.10164	14.01177	13.97032	13.95548	13.9847	13.85786	13.86414	12.50752	13.99924	13.91444	13.88069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.7732	0	13.65696	14.02645	13.79957	13.80766	13.71666	13.8277	0	13.97222	13.84294	13.5867	0	0	0	0	0	0	0	0	0
13.12139	12.97429	19.14565	12.57518	13.48427	13.54308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.99327	0	0	0	0	0	0	0	0	0	12.94294	13.19624	13.14085	12.79478	0	19.24255	19.03247	13.41684	13.45048	0	0	0	0	0	0	0	0	0
0	0	0	16.8757	16.60439	16.8579	17.45228	16.80074	16.91728	0	16.70241	16.56656	16.39105	17.18544	0	0	0	0	0	0	0	0	0	0	0	16.925	0	0	0	0	16.96302	16.8632	0	16.86892	16.73231	17.46489	0	17.32111	17.20341	0	0	0	0	0	0	0	0	0
13.70075	13.67067	13.73692	13.58901	13.64217	0	13.82288	13.76404	14.42301	13.85259	13.81378	13.35622	13.4106	13.62696	0	0	0	0	13.77759	13.77993	13.84033	14.71695	15.2361	14.46094	0	13.67837	0	13.75055	0	13.67167	0	13.76764	13.77409	13.88953	13.71425	13.73201	0	13.88247	13.75749	13.76232	13.63975	13.67029	13.88826	14.24468	14.41055	13.94868	14.74807	14.73647
11.81904	12.05404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.59678	0	0	11.8109	11.98281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.95685	0	0	0	0	0	0	0	0
10.1789	8.709939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.36315	12.81505	12.15726	12.28201	12.43311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	12.02833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.39604	9.830267	0	0	0	0	0	0	0	0	0	0	0	0	0	15.14631	0	15.02759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.65189	0	15.76354	0	0	0
15.38236	15.38828	15.44391	15.34879	15.45965	15.42933	0	15.21105	0	0	0	14.47949	14.68246	15.18196	15.19905	15.94935	15.94802	0	15.48494	0	0	0	0	0	0	0	0	15.45754	15.24594	15.22591	15.26634	15.34687	15.30991	15.29021	15.29679	15.16857	15.32444	0	15.32502	15.33594	15.49004	15.27451	15.21027	0	15.93645	0	0	0
15.30854	15.38236	15.22765	15.19541	0	0	0	0	0	15.12471	0	15.08315	0	14.91217	14.7973	0	0	0	0	0	0	0	0	0	0	0	0	0	14.97038	0	15.17344	15.18495	0	0	0	0	14.9203	0	15.10288	14.96324	14.99929	14.7845	0	0	0	14.89856	0	0
16.58583	16.64322	0	16.61395	16.56906	16.50588	0	0	0	0	0	0	16.52287	16.51959	16.41039	16.20131	15.90005	15.93377	15.99345	0	0	0	0	0	0	0	0	0	0	0	16.53277	16.50266	0	16.4093	0	0	0	0	16.51275	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.95524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.528427	9.528237	8.75831	9.489015	9.929123	9.534539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.156278	8.417964	9.021487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.14172	11.90312	11.59766	12.00625	11.39144	11.64026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.04914	17.14176	17.03476	0	0	0	0	13.41814	10.45338	13.50305	13.52169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.26705	0	0	14.76683	14.5291	14.54162	0	0	0	0	0	0	0	0	0	0	0	14.52357	0	0	0	14.3685	0	0	0	14.51296	0	0	0	0	0	0	0	0	0	0	0	14.37896	0	0	0	0	0	0	0	0	14.4115	0
0	14.80347	14.92351	14.27868	14.64934	14.76813	14.20363	14.51389	14.56557	14.44388	0	14.84941	13.88775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.9065	14.94129	14.84005	14.83769	14.50387	14.12957	14.59156	14.57465	0	0	0	0	0	0	0	0	0
