A1_1 Int (Treated)	A1_2 Int (Treated)	A1_3 Int (Treated)	A2_1 Int (Treated)	A2_2 Int (Treated)	A2_3 Int (Treated)	A6_1 Int (Treated)	A6_2 Int (Treated)	A6_3 Int (Treated)	B1_1 Int (Treated)	B1_2 Int (Treated)	B1_3 Int (Treated)	B10_1 Int (Treated)	B10_2 Int (Treated)	B10_3 Int (Treated)	B2_1 Int (Treated)	B2_2 Int (Treated)	B2_3 Int (Treated)	B3_1 Int (Treated)	B3_2 Int (Treated)	B3_3 Int (Treated)	B5_1 Int (Treated)	B5_2 Int (Treated)	B5_3 Int (Treated)	B6_1 Int (Treated)	B6_2 Int (Treated)	B6_3 Int (Treated)	B8_1 Int (Treated)	B8_2 Int (Treated)	B8_3 Int (Treated)	A3_1 Int (Treated)	A3_2 Int (Treated)	A3_3 Int (Treated)	A4_1 Int (Treated)	A4_2 Int (Treated)	A4_3 Int (Treated)	A5_1 Int (Treated)	A5_2 Int (Treated)	A5_3 Int (Treated)	B4_1 Int (Treated)	B4_2 Int (Treated)	B4_3 Int (Treated)	B7_1 Int (Treated)	B7_2 Int (Treated)	B7_3 Int (Treated)	B9_1 Int (Treated)	B9_2 Int (Treated)	B9_3 Int (Treated)
7.942352	7.738599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.43954	14.18665	14.72504	14.64703	14.5923	14.44819	13.80325	13.83209	14.3034	14.1666	13.89997	14.33342	13.73426	13.45379	13.06108	14.21518	14.63281	0	0	0	0	0	0	0	0	0	0	0	0	0	14.01298	14.91381	14.40072	14.2671	14.5474	14.13428	13.47316	13.84799	14.09688	0	0	0	0	0	0	0	0	0
16.19337	16.25319	16.23596	16.21474	16.20371	16.30083	16.26482	16.19175	16.01054	16.1927	16.26322	16.14121	16.34131	16.18912	16.22809	16.30972	16.36463	16.08924	16.23241	16.19347	16.21271	16.17652	15.7506	16.04909	16.23734	16.15126	16.1716	16.25259	16.26962	16.25439	16.29696	0	16.39028	16.4617	16.42438	16.37005	16.47068	16.41615	0	16.25263	16.18072	16.20215	16.20091	16.21433	16.19714	16.13245	16.14001	16.03739
11.53186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.15414	0	0	11.60203	11.618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.38236	0	0	0	0	0	0	0	0
12.63276	12.61799	12.61314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.86621	13.84563	11.83835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.78728	12.80932	0	0	0	0
15.02268	14.97739	0	0	14.78211	0	0	15.16682	0	0	0	0	0	0	14.86306	0	0	14.45646	0	0	14.36023	0	0	0	0	0	0	14.83144	0	0	0	0	14.91286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.3304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.49019	11.40601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.43808	0	0	0	0	0	0	0	0
9.871429	9.525229	9.528787	9.67119	10.24306	10.22214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.612719	9.720083	10.04939	0	10.24832	10.02137	9.961799	0	0	0	0	0	0	0	0	0	0	0
14.52508	14.82329	14.86476	14.52532	14.4205	0	0	14.61421	0	0	0	0	0	0	14.30792	14.45378	14.45291	14.38891	0	14.52913	0	14.19004	0	14.23348	14.44811	14.31235	14.49574	14.36148	14.48491	0	14.58231	14.43452	14.40938	14.48667	14.48658	14.34138	14.45566	14.65217	0	14.42002	0	14.61167	14.18867	0	14.3847	14.3611	14.29075	14.31887
14.9049	14.89456	15.09086	15.04587	15.0002	15.00888	14.97807	14.99316	14.81284	14.89177	14.95368	14.75845	14.96965	15.14942	15.22357	15.4432	15.54755	15.26557	14.99765	14.90601	15.04196	15.11905	14.75406	15.09698	14.99338	0	0	0	14.90656	15.23171	14.98257	0	0	0	15.08243	0	0	0	0	14.86919	14.99443	14.90377	15.05057	0	15.00525	0	0	0
8.521379	8.991277	9.091838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.05302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.66295	9.922052	0	0	0	0
15.08999	0	15.08755	14.99176	15.04715	15.05504	15.00804	14.8993	14.99326	14.83239	14.935	14.46814	14.41698	14.7681	14.73029	14.80098	14.59534	0	14.87189	14.95152	14.86322	0	0	0	0	14.70642	14.70524	14.77206	14.82573	14.87502	14.94777	14.98783	15.0093	14.94935	14.87113	0	15.02663	15.01751	14.92669	14.91212	14.79088	0	0	14.48415	0	0	0	14.5199
14.47735	14.48805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.18801	0
0	0	14.32306	14.39775	14.44649	14.4304	0	0	0	0	0	14.36437	14.578	13.27016	13.19723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.37515	14.4743	14.58039	14.46882	14.51776	14.5167	14.49601	14.50324	0	0	0	0	0	0	0	0	0	0
15.08508	15.22881	0	15.16761	14.90549	15.01294	14.8966	14.98033	0	14.99845	14.94677	15.11139	15.1921	11.41869	11.24731	15.24267	13.07052	0	0	14.86678	14.95887	0	15.2088	0	15.16965	0	0	14.87284	14.65036	14.57166	11.08848	0	0	0	15.10223	15.09696	15.09731	15.10977	14.99756	14.98552	15.0327	15.00028	0	0	15.24512	0	0	15.19156
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.99113	0	0	0	0	0	13.48715	13.56189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.58546	0	0
14.48968	14.5569	14.48707	0	14.5107	14.50652	14.40348	14.25033	12.74106	0	14.3958	14.23885	0	14.00229	14.12109	14.25384	14.27122	14.31014	14.51838	14.35181	14.55723	0	0	0	0	0	0	0	0	0	14.25807	14.18605	14.25817	14.40364	14.41675	14.40767	0	14.33358	14.23832	0	0	0	0	0	0	0	0	0
9.789717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.133889	0	0	10.36803	10.14111	0	0	0	0	15.62911	0	0	0	0	0	0	0	0	0	0	0	0	0	9.472992	0	0	0	0	0	0	0	0
16.08312	16.16983	16.16797	15.99558	15.9627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.88101	0	0	0	0	0	0	15.94673	0	15.90627	0	16.01373	0	0	16.02723	0	0	0	0	0	0	0	0	0
7.659492	7.047286	7.115678	5.626897	2.643169	7.871235	8.373259	8.198368	7.555441	7.708814	13.93197	6.864274	7.238325	13.70731	14.00577	5.54962	6.365587	6.31975	0	0	0	0	0	0	0	0	0	0	0	0	6.850036	14.0551	7.916634	8.656739	6.476038	7.829849	14.84401	6.936503	6.851741	0	0	0	0	0	0	0	0	0
10.7089	10.92544	15.50677	10.70939	14.02699	13.93928	10.62955	0	11.29148	0	0	0	0	14.20461	0	13.9172	0	0	15.22024	0	0	0	0	0	0	0	0	0	14.05241	0	10.22467	10.33239	10.52654	10.45286	10.54242	10.58846	9.648809	10.10185	10.03087	0	0	0	0	0	0	0	0	0
14.37573	15.45998	14.28798	14.26691	15.51306	0	0	0	0	15.55963	0	14.08937	0	14.53589	15.37896	15.95653	15.90064	15.40386	15.49768	15.52977	15.4745	0	0	0	0	15.4128	0	15.53209	0	15.3509	14.13606	0	14.65765	14.38203	14.86745	14.16739	14.32575	14.24744	14.26656	14.25478	15.5577	0	0	0	0	0	0	0
22.51621	22.54359	22.53146	22.07367	21.87831	21.60504	17.90559	17.80652	17.71439	17.46731	17.44522	17.32472	16.63553	14.43213	13.95847	17.4132	17.29439	17.30652	0	17.18802	17.21356	16.81666	17.10705	0	16.87441	16.90558	16.89232	0	0	0	20.86371	20.47017	20.0357	19.29378	19.01515	18.85663	18.36208	18.23611	18.14738	0	17.61281	0	16.81161	0	0	16.71741	16.94522	16.61468
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.46851	13.52092	0	0	0	0	0	0	0	0	13.43606	13.10683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	15.27335	0	15.17817	14.48088	0	15.18181	15.17255	12.88347	15.11413	15.20691	15.18549	15.04006	0	15.06629	14.10869	0	0	15.07014	15.05403	0	0	14.82209	14.74886	0	14.88282	14.13402	15.17228	14.19343	14.43226	15.15934	15.1685	14.21069	15.09555	0	0	14.45135	0	15.13987	15.10853	0	0	0	14.87047	0	15.10976	15.08264	15.00752
15.05138	15.11677	15.05871	0	14.83803	0	0	0	0	14.88999	15.05808	0	14.59757	0	0	0	0	0	15.02667	15.09513	0	0	0	0	0	0	0	14.92785	14.9336	14.96863	14.95337	15.0926	0	0	0	15.00805	0	14.98933	15.10296	14.95742	0	15.0178	0	0	0	0	0	0
11.56503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.72156	0	0	11.09957	9.397005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.15921	0	0	0	0	0	0	0	0
15.46383	15.4636	15.41413	15.43043	15.34038	0	0	15.20426	0	15.33241	15.2674	15.3973	15.59243	15.04565	12.79204	0	15.87114	0	15.02027	0	15.28022	15.40742	15.51313	15.43182	15.49922	15.46697	15.46816	15.19815	14.93981	14.85994	0	15.40938	15.31446	15.22764	0	0	15.4114	15.39334	15.3758	15.3431	15.27183	15.33313	15.3766	15.4726	15.42166	0	0	15.36607
13.32069	13.40004	13.89847	14.34455	14.65742	13.55746	14.56596	0	0	0	0	14.13236	0	0	14.98515	15.87305	15.84672	14.93955	0	13.44114	0	0	0	13.81311	0	0	0	14.72276	0	0	0	14.31654	0	14.68304	0	0	0	14.18796	0	14.52794	0	0	0	0	0	13.68127	13.89644	0
15.84267	15.84875	15.82183	6.928649	15.87982	15.91188	15.79481	0	0	15.74072	15.81756	15.60585	15.77485	14.56712	14.48487	14.6249	14.83478	0	0	15.72864	0	0	15.29475	0	0	0	0	0	15.71736	0	15.87883	7.511585	16.08428	16.02074	16.00447	15.96417	16.05173	15.94192	16.03941	15.72676	15.75108	0	15.68492	0	0	0	0	0
9.638477	9.405275	9.697083	9.54685	9.138755	9.609909	9.816826	9.800972	8.959022	8.752375	9.405169	8.306183	9.762831	9.619808	9.941089	11.78203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.853958	9.774968	9.061867	9.792736	9.782264	9.544984	9.197773	9.648915	9.586325	0	0	0	0	0	0	0	16.13791	16.0324
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.63583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.97672	0	0	0	0	15.28255
16.68625	15.87118	15.1514	13.98878	13.26777	17.29499	11.33273	11.27888	10.85859	10.89934	10.56244	10.42548	11.43092	11.42306	11.45022	10.67684	0	0	0	0	0	0	0	0	0	0	0	0	0	11.03284	15.74592	14.95103	13.8283	17.18035	12.38727	11.26415	10.69882	11.41236	11.32162	0	0	0	14.47672	0	0	13.24229	13.21841	13.70436
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.20448	0	0
10.99066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.73935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.42293	14.14872	14.23583	14.27882	14.29167	14.30349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.24689	14.17962	13.9632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.771336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.94739	0	0	0	0	0	0	0	16.65915	16.64643	0	8.908913	8.805193	0	0	0	0	0	14.67657	0	0	0	0	0	0	0	0	0	0	0	0
15.35211	9.382384	8.323558	9.07475	9.368474	9.690578	0	0	0	0	0	0	0	15.04284	0	0	15.33676	14.7646	0	0	15.24329	0	0	0	0	0	0	15.15467	13.91932	0	9.684543	9.418741	9.355899	9.920157	10.23687	10.70302	9.62725	9.34662	9.516172	0	0	0	0	0	0	0	0	0
8.847609	0	12.54398	12.42976	0	12.4508	12.77315	12.36827	0	0	0	0	0	12.43464	0	12.54882	0	12.24754	0	0	0	0	0	0	0	12.48797	12.2104	8.768986	0	0	0	0	12.43833	0	0	12.74696	0	12.55668	12.6573	0	0	0	13.63792	13.52041	0	0	12.07235	9.352152
14.91212	15.04568	15.13663	0	0	15.20378	0	0	0	14.84822	0	14.89817	14.82636	0	14.81254	14.71725	0	14.63241	14.94403	14.18471	14.88356	0	0	0	0	0	14.69269	0	0	14.84819	14.96853	14.94197	15.01488	14.92346	14.78126	14.92204	0	14.5963	14.90746	14.46692	14.86292	14.4113	14.59462	14.69916	0	14.72705	14.61771	14.70651
17.40917	16.45779	15.50692	15.41807	16.56356	15.5082	16.36352	17.17467	16.27298	14.23503	16.97012	16.32182	5.915058	16.39768	16.65544	17.51984	8.01026	7.363245	13.96467	16.19392	17.24107	16.85242	5.087368	5.50187	16.06147	15.97631	16.81061	16.67881	15.97114	16.6367	15.67496	6.874259	15.66257	6.107245	17.5628	17.67521	4.90029	14.4969	14.36775	16.65767	16.98442	17.04626	16.83199	16.42197	16.42247	16.82903	7.482596	17.10186
0	0	14.01157	0	13.84802	13.86309	0	13.88976	14.01079	13.55196	13.85255	0	13.37413	13.42825	13.4314	13.35261	13.46752	0	0	0	0	0	0	0	0	0	0	0	0	0	13.87004	13.83017	13.99008	13.70897	13.71311	13.73643	0	13.88569	13.89415	0	0	0	0	0	0	0	0	0
8.914444	9.433053	10.4298	10.7043	10.51412	16.4941	9.217257	9.472247	10.36177	9.388668	8.670554	7.870948	7.627279	15.69878	14.60465	15.62659	16.42935	13.75487	9.68723	9.077734	9.292388	12.78249	13.3823	12.50536	10.79189	11.54964	11.02231	17.04582	12.52789	0	9.452626	16.32998	9.041891	9.041596	8.492488	9.265806	9.447141	16.32693	9.134162	8.514435	9.516818	8.762095	11.93718	12.97646	12.8554	13.46894	13.41506	0
15.66025	15.88879	21.29809	21.35334	16.02314	0	0	21.11329	21.19053	21.14895	21.17603	21.06446	0	0	17.96747	20.94242	20.80462	20.70681	0	0	19.94694	0	0	0	0	0	0	18.282	18.19007	16.48997	21.34254	21.25708	21.34206	21.16318	21.09116	0	21.17255	21.16107	0	0	19.38194	19.14617	0	18.27522	0	0	18.0722	0
14.85068	14.85931	14.89233	14.88014	14.74218	14.90253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.45525	14.7077	14.73835	14.69721	0	0	0	0	0	0	0	0	0	0	0	0	0
17.94347	17.93543	17.89195	17.79419	17.75149	17.88945	17.88519	16.31265	17.94906	16.57812	17.87529	17.85519	17.68447	17.57736	17.67614	17.77109	17.66122	17.71866	17.75721	17.73554	17.76247	17.29904	17.52115	17.43044	17.56784	17.56635	17.6083	17.80774	17.95871	17.72711	17.98243	18.00849	16.68272	17.92507	18.00668	17.98998	17.8685	17.7977	17.71142	17.8701	17.84465	17.85439	17.4518	17.34756	17.28591	17.51324	17.77246	17.51473
15.04886	15.88247	16.24018	16.02719	0	15.6545	0	16.26756	0	0	0	13.71391	0	13.08062	13.14111	13.1777	0	13.2758	15.37981	15.48056	0	16.34657	0	14.55455	15.39171	0	16.4908	13.11104	0	13.14594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.27205	0	16.29529	16.17035
15.51772	15.40698	15.72674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.55873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	14.72882	14.92936	14.73833	14.74913	0	0	14.63175	0	0	14.55165	14.08241	0	14.44119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.7209	0	0	0	0	0	0	0	0	0	0	0
0	7.744802	8.496104	9.17716	8.897627	9.385996	9.270092	8.977665	8.921345	8.72085	8.743379	7.184974	9.008694	9.356207	9.38842	12.53524	12.58629	12.81972	10.79182	11.54625	11.53529	13.58548	9.459719	10.35408	14.63517	0	0	9.568444	8.777368	9.480875	8.457204	9.043931	0	9.093764	10.44184	0	0	0	0	9.00345	9.457584	8.96265	9.681273	0	9.623983	0	0	0
12.6871	9.30629	7.829703	12.86155	12.80058	8.955547	0	13.10606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.02935	0	0	0	0	0	0	0	0	12.92857	0	0	0	0	0	0
10.96733	11.03263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.15667	0	0	0	0	0	0	12.5198	0	0	0	0	0	0	0	0	0	0	0	0	13.99959	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	14.82361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.90297	14.93263	14.99253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.90828	14.68779	0	0	0	15.2183
12.78192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.54078	13.80058	10.79037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.528	13.08581	0	0	0	14.90803
11.30651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.83412	11.24793	10.83535	11.21013	11.55937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.36921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.620486	5.597556	15.98824	15.97858	7.420669	5.86376	0	15.61443	0	0	0	15.29307	15.54308	15.14465	0	0	0	0	0	0	15.1482	0	0	0	0	0	0	0	0	0	9.835412	7.999465	7.247878	10.05295	10.59634	6.425412	9.542647	6.596263	8.120121	15.24797	0	0	0	0	0	0	15.72861	0
13.34546	0	13.40941	13.38121	13.35483	0	0	13.43843	0	0	13.67117	13.17499	0	0	0	13.71837	0	0	0	0	0	0	0	0	0	0	13.4633	0	13.43272	13.45004	13.38064	0	13.43536	13.38171	0	0	0	13.4998	0	0	0	0	0	0	0	0	0	0
13.69021	13.9053	14.39844	14.40598	14.40053	14.18814	0	14.37746	14.39759	0	0	14.58262	0	14.47746	14.44606	13.56224	13.49821	0	0	0	0	0	0	0	0	0	0	14.76495	0	0	14.40578	14.61667	14.55358	14.16217	14.3367	14.22013	0	0	0	0	0	0	0	0	0	0	0	0
15.23626	15.542	15.52638	15.70054	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.54812	0	16.39717	0	0	0
12.00545	12.18443	12.49294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.71822	13.90981	13.53018	13.74014	13.5251	14.01727	13.78304	13.92739	13.73772	13.85918	13.74496	13.20862	13.57695	13.82073	13.75184	14.11664	14.08689	13.62468	13.75628	13.786	13.87959	14.13105	0	0	13.43359	13.51285	13.58565	13.53929	13.6893	13.38441	13.88733	14.1698	14.10512	14.04693	13.92462	13.71579	0	14.18987	13.90642	0	13.91966	13.95608	13.9254	13.99073	13.84495	13.60521	13.68364	13.32981
10.04946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.89343	0	0	9.907649	10.14951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.26884	0	0	0	0	0	0	0	0
8.264482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.994175	0	0	7.702413	7.738744	14.14902	14.12351	14.16321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.312575	0	0	0	0	0	0	0	0
11.33686	11.009	10.9393	13.7381	13.67897	13.75857	0	0	0	0	0	0	0	0	14.86621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.02577	10.40904	10.47052	14.03825	13.92227	14.00437	10.19973	9.72123	0	0	0	0	0	0	0	0	0	0
8.122122	8.698908	7.683879	7.369326	8.164137	9.000562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.43615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.47539	11.33094	0	0	0	0	11.30196	10.03862	12.11182	10.27036	10.69383	8.85812	10.26535	8.159396	7.632755	9.297747	9.000299	6.636679	10.97387	10.42843	9.847374	0	0	0	0	0	0	0	0	0	0	10.9606	10.31069	9.252002	10.65848	10.80389	9.91249	11.05898	10.97227	10.29336	10.39328	9.161761	0	0	0	0	0	0
12.58183	13.48654	13.59275	13.14816	13.64351	14.20732	14.46471	14.59918	14.62479	14.26526	14.38118	14.29286	14.18969	14.64816	14.32464	14.33045	14.19205	14.44059	14.15454	14.35124	14.317	13.70646	13.99248	13.9671	14.60168	14.81573	14.92046	0	0	0	14.07979	13.98425	14.08131	14.1152	14.25735	14.40074	13.74358	14.2776	14.22389	14.2753	14.55386	14.56317	14.96189	15.1422	15.04531	0	0	0
0	15.48281	0	0	0	0	0	0	0	0	0	0	15.12548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.094165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.572591	0	0	4.942053	5.971049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.51522	0	0	0	0	0	12.83014	0	0
0	0	0	0	0	0	0	0	12.02211	0	0	0	0	0	0	0	0	0	0	12.40589	0	0	12.52164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.10802	0	0	0	0
9.382517	10.36367	9.734612	9.90393	9.97159	10.32579	9.802068	10.78148	10.11632	9.939919	9.677661	9.451767	9.827676	9.512489	8.881335	10.50089	11.11102	10.07714	10.50206	10.55433	10.59404	11.70033	11.40232	11.55826	11.54304	0	0	9.485377	9.446973	9.613917	10.51011	10.41113	0	10.18531	10.82765	0	0	0	0	9.984668	10.82252	10.24956	11.09271	0	11.01533	0	0	14.2014
15.02255	15.12295	15.10945	15.05051	15.05237	14.95481	0	0	0	0	0	0	15.01024	14.96374	14.87724	0	14.20486	14.36271	0	0	0	0	0	0	0	0	0	0	0	0	0	14.74787	0	0	14.99775	0	0	0	0	0	0	0	0	0	0	0	0	0
14.43859	14.61733	14.52048	14.46481	14.40627	14.66423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.13525	13.24057	13.25246	13.42346	13.5254	13.62781	13.54181	13.54403	13.25043	13.27295	13.53483	12.86343	13.26684	13.48424	13.46011	12.77835	13.0191	0	13.54009	13.46708	13.58378	14.01955	0	0	14.01777	14.04526	13.88265	13.47584	13.54835	13.56613	13.62015	13.9042	13.97609	14.03607	13.86407	13.80266	14.02941	13.84821	14.02527	13.39057	13.45175	13.37044	13.7666	13.11636	13.1426	14.09302	14.11025	13.83213
9.888782	9.694691	16.59432	10.77101	10.43032	10.50216	7.906694	0	10.51009	8.843748	9.412166	8.398308	0	0	0	0	15.67202	0	0	0	0	0	0	0	0	15.95702	15.73504	0	0	0	9.382798	9.701301	9.495807	10.5906	10.55821	10.20193	9.19301	8.379537	8.352493	0	0	0	0	0	0	0	0	0
15.7078	15.74779	15.81023	7.95676	15.74054	15.77067	15.80433	15.71226	16.55309	15.61677	15.82468	14.89005	6.889109	15.58516	15.60313	8.953091	8.888799	15.53616	15.75953	8.207101	15.72426	10.12564	12.24112	10.41245	9.079026	8.662509	15.58341	15.64545	15.55641	15.74092	15.74574	15.6956	15.67496	7.747557	15.61399	15.61713	15.66823	15.63571	15.73493	15.72302	15.68171	15.71469	9.365656	8.533587	16.3342	9.929666	9.48024	0
10.12194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.52656	0	0	10.7707	10.45185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.40195	0	0	0	0	0	0	0	0
14.66387	14.84418	14.8809	14.60259	14.83773	14.69671	14.78142	14.77575	14.58997	14.4903	14.74893	13.87983	14.01198	14.64018	14.62743	14.42608	14.27242	14.39789	14.70207	14.66048	14.59002	14.71461	14.14926	14.3483	14.68806	14.70815	0	14.56443	14.68854	14.65555	14.75861	14.74768	14.83667	14.75468	14.71989	14.64973	14.85442	14.75354	14.773	14.65374	14.81199	14.67331	14.61548	14.0648	14.94962	0	0	0
13.49511	13.50726	13.57193	13.51923	13.51729	13.57635	13.30587	13.44975	13.32886	13.31108	13.37803	13.36124	13.40077	13.42148	13.44806	13.4845	13.70986	13.1625	13.21296	13.36397	13.42153	13.75182	13.40301	13.60639	13.67133	0	0	13.40488	13.25501	13.42772	13.52667	13.55591	0	13.59872	13.51516	0	0	0	0	13.26561	13.28145	13.39592	13.39727	0	13.50948	0	0	0
9.961106	0	0	0	0	0	0	0	0	0	0	14.66504	0	0	0	14.7673	14.98347	0	0	10.28917	10.26136	0	0	0	0	0	0	0	0	0	0	0	0	14.65759	0	0	14.65951	0	0	10.4323	14.52728	10.59762	0	0	14.77803	0	0	0
0	15.72765	0	0	0	0	0	0	0	0	15.61423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.7157	0	0	0	0	0	0	0	0	0
13.61653	14.55899	13.93493	13.75069	13.79251	13.90992	14.0289	13.9483	14.81153	13.75485	13.99602	12.85135	13.27309	13.63964	13.60463	14.69465	14.28413	14.17497	13.79197	14.00013	13.73331	14.92768	14.85638	0	0	0	0	13.71146	13.65019	0	13.66858	13.96184	13.45824	13.59236	0	13.79391	13.88759	13.91236	13.72523	13.87941	13.81763	13.81348	0	0	0	0	0	0
15.97444	15.846	15.92895	15.81946	15.78243	15.77496	15.84475	15.78043	11.58865	15.88256	15.69358	15.7292	0	15.54474	15.64575	0	0	15.62699	15.63523	0	0	0	0	0	15.8897	15.51429	0	15.78536	15.82006	15.72935	15.70189	15.7175	15.89106	15.85139	15.71881	15.78029	15.72914	15.80065	15.84672	15.89817	15.68285	15.61168	0	0	0	15.72989	15.51331	0
12.94297	12.84607	12.88087	12.85864	12.81782	12.80856	13.02378	12.74907	13.76514	0	13.04006	12.21056	12.46415	0	12.8269	0	0	0	0	0	0	15.48548	0	0	0	0	0	0	0	0	12.78023	12.96849	12.75554	12.91597	12.82571	12.88377	12.82998	0	13.15702	0	0	0	0	0	0	0	0	0
